                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
07/03/2017 05:01:06.000            4.299             10.143    2249.909735
07/03/2017 05:01:07.000            4.470             10.171    2247.899772
07/03/2017 05:01:08.000            4.642             10.198    2245.906422
07/03/2017 05:01:09.000            4.814             10.226    2243.929732
07/03/2017 05:01:10.000            4.987             10.253    2241.969748
07/03/2017 05:01:11.000            5.160             10.280    2240.026515
07/03/2017 05:01:12.000            5.333             10.307    2238.100081
07/03/2017 05:01:13.000            5.506             10.334    2236.190490
07/03/2017 05:01:14.000            5.680             10.361    2234.297787
07/03/2017 05:01:15.000            5.854             10.387    2232.422019
07/03/2017 05:01:16.000            6.028             10.413    2230.563228
07/03/2017 05:01:17.000            6.203             10.439    2228.721461
07/03/2017 05:01:18.000            6.378             10.465    2226.896762
07/03/2017 05:01:19.000            6.554             10.490    2225.089173
07/03/2017 05:01:20.000            6.729             10.516    2223.298741
07/03/2017 05:01:21.000            6.905             10.541    2221.525506
07/03/2017 05:01:22.000            7.082             10.566    2219.769514
07/03/2017 05:01:23.000            7.258             10.590    2218.030807
07/03/2017 05:01:24.000            7.435             10.615    2216.309426
07/03/2017 05:01:25.000            7.612             10.639    2214.605417
07/03/2017 05:01:26.000            7.790             10.663    2212.918818
07/03/2017 05:01:27.000            7.968             10.687    2211.249674
07/03/2017 05:01:28.000            8.146             10.711    2209.598024
07/03/2017 05:01:29.000            8.324             10.734    2207.963912
07/03/2017 05:01:30.000            8.503             10.757    2206.347376
07/03/2017 05:01:31.000            8.682             10.780    2204.748458
07/03/2017 05:01:32.000            8.861             10.803    2203.167198
07/03/2017 05:01:33.000            9.040             10.825    2201.603635
07/03/2017 05:01:34.000            9.220             10.847    2200.057810
07/03/2017 05:01:35.000            9.400             10.869    2198.529760
07/03/2017 05:01:36.000            9.581             10.891    2197.019527
07/03/2017 05:01:37.000            9.761             10.913    2195.527147
07/03/2017 05:01:38.000            9.942             10.934    2194.052659
07/03/2017 05:01:39.000           10.123             10.955    2192.596101
07/03/2017 05:01:40.000           10.305             10.976    2191.157511
07/03/2017 05:01:41.000           10.486             10.997    2189.736924
07/03/2017 05:01:42.000           10.668             11.017    2188.334379
07/03/2017 05:01:43.000           10.850             11.037    2186.949911
07/03/2017 05:01:44.000           11.033             11.057    2185.583556
07/03/2017 05:01:45.000           11.216             11.077    2184.235351
07/03/2017 05:01:46.000           11.398             11.096    2182.905329
07/03/2017 05:01:47.000           11.582             11.115    2181.593528
07/03/2017 05:01:48.000           11.765             11.134    2180.299979
07/03/2017 05:01:49.000           11.949             11.153    2179.024719
07/03/2017 05:01:50.000           12.133             11.172    2177.767779
07/03/2017 05:01:51.000           12.317             11.190    2176.529194
07/03/2017 05:01:52.000           12.501             11.208    2175.308996
07/03/2017 05:01:53.000           12.686             11.225    2174.107218
07/03/2017 05:01:54.000           12.871             11.243    2172.923893
07/03/2017 05:01:55.000           13.056             11.260    2171.759050
07/03/2017 05:01:56.000           13.241             11.277    2170.612722
07/03/2017 05:01:57.000           13.426             11.294    2169.484939
07/03/2017 05:01:58.000           13.612             11.310    2168.375732
07/03/2017 05:01:59.000           13.798             11.326    2167.285131
07/03/2017 05:02:00.000           13.984             11.342    2166.213164
07/03/2017 05:02:01.000           14.170             11.358    2165.159862
07/03/2017 05:02:02.000           14.357             11.373    2164.125253
07/03/2017 05:02:03.000           14.544             11.388    2163.109363
07/03/2017 05:02:04.000           14.730             11.403    2162.112222
07/03/2017 05:02:05.000           14.917             11.418    2161.133858
07/03/2017 05:02:06.000           15.105             11.432    2160.174295
07/03/2017 05:02:07.000           15.292             11.446    2159.233561
07/03/2017 05:02:08.000           15.480             11.460    2158.311683
07/03/2017 05:02:09.000           15.668             11.474    2157.408683
07/03/2017 05:02:10.000           15.856             11.487    2156.524588
07/03/2017 05:02:11.000           16.044             11.500    2155.659423
07/03/2017 05:02:12.000           16.232             11.513    2154.813211
07/03/2017 05:02:13.000           16.421             11.525    2153.985974
07/03/2017 05:02:14.000           16.609             11.537    2153.177738
07/03/2017 05:02:15.000           16.798             11.549    2152.388525
07/03/2017 05:02:16.000           16.987             11.561    2151.618354
07/03/2017 05:02:17.000           17.176             11.572    2150.867249
07/03/2017 05:02:18.000           17.365             11.584    2150.135231
07/03/2017 05:02:19.000           17.555             11.594    2149.422321
07/03/2017 05:02:20.000           17.744             11.605    2148.728537
07/03/2017 05:02:21.000           17.934             11.615    2148.053899
07/03/2017 05:02:22.000           18.124             11.625    2147.398427
07/03/2017 05:02:23.000           18.313             11.635    2146.762141
07/03/2017 05:02:24.000           18.503             11.645    2146.145055
07/03/2017 05:02:25.000           18.694             11.654    2145.547189
07/03/2017 05:02:26.000           18.884             11.663    2144.968559
07/03/2017 05:02:27.000           19.074             11.671    2144.409182
07/03/2017 05:02:28.000           19.265             11.680    2143.869076
07/03/2017 05:02:29.000           19.455             11.688    2143.348252
07/03/2017 05:02:30.000           19.646             11.695    2142.846728
07/03/2017 05:02:31.000           19.837             11.703    2142.364516
07/03/2017 05:02:32.000           20.028             11.710    2141.901633
07/03/2017 05:02:33.000           20.219             11.717    2141.458089
07/03/2017 05:02:34.000           20.410             11.724    2141.033900
07/03/2017 05:02:35.000           20.601             11.730    2140.629077
07/03/2017 05:02:36.000           20.792             11.736    2140.243630
07/03/2017 05:02:37.000           20.983             11.742    2139.877571
07/03/2017 05:02:38.000           21.175             11.748    2139.530912
07/03/2017 05:02:39.000           21.366             11.753    2139.203661
07/03/2017 05:02:40.000           21.558             11.758    2138.895829
07/03/2017 05:02:41.000           21.749             11.762    2138.607425
07/03/2017 05:02:42.000           21.941             11.767    2138.338457
07/03/2017 05:02:43.000           22.133             11.771    2138.088934
07/03/2017 05:02:44.000           22.324             11.775    2137.858861
07/03/2017 05:02:45.000           22.516             11.778    2137.648246
07/03/2017 05:02:46.000           22.708             11.781    2137.457096
07/03/2017 05:02:47.000           22.900             11.784    2137.285416
07/03/2017 05:02:48.000           23.092             11.787    2137.133211
07/03/2017 05:02:49.000           23.284             11.789    2137.000486
07/03/2017 05:02:50.000           23.475             11.791    2136.887245
07/03/2017 05:02:51.000           23.667             11.793    2136.793491
07/03/2017 05:02:52.000           23.859             11.795    2136.719228
07/03/2017 05:02:53.000           24.051             11.796    2136.664458
07/03/2017 05:02:54.000           24.243             11.797    2136.629182
07/03/2017 05:02:55.000           24.435             11.798    2136.613403
07/03/2017 05:02:56.000           24.627             11.798    2136.617120
07/03/2017 05:02:57.000           24.819             11.798    2136.640335
07/03/2017 05:02:58.000           25.011             11.798    2136.683046
07/03/2017 05:02:59.000           25.203             11.797    2136.745253
07/03/2017 05:03:00.000           25.395             11.796    2136.826954
07/03/2017 05:03:01.000           25.587             11.795    2136.928147
07/03/2017 05:03:02.000           25.779             11.794    2137.048831
07/03/2017 05:03:03.000           25.971             11.792    2137.189001
07/03/2017 05:03:04.000           26.163             11.790    2137.348654
07/03/2017 05:03:05.000           26.355             11.788    2137.527786
07/03/2017 05:03:06.000           26.547             11.786    2137.726391
07/03/2017 05:03:07.000           26.738             11.783    2137.944466
07/03/2017 05:03:08.000           26.930             11.780    2138.182004
07/03/2017 05:03:09.000           27.122             11.776    2138.438995
07/03/2017 05:03:10.000           27.313             11.773    2138.715439
07/03/2017 05:03:11.000           27.505             11.769    2139.011325
07/03/2017 05:03:12.000           27.696             11.764    2139.326644
07/03/2017 05:03:13.000           27.888             11.760    2139.661389
07/03/2017 05:03:14.000           28.079             11.755    2140.015550
07/03/2017 05:03:15.000           28.270             11.750    2140.389118
07/03/2017 05:03:16.000           28.462             11.745    2140.782083
07/03/2017 05:03:17.000           28.653             11.739    2141.194433
07/03/2017 05:03:18.000           28.844             11.733    2141.626155
07/03/2017 05:03:19.000           29.035             11.727    2142.077242
07/03/2017 05:03:20.000           29.226             11.720    2142.547679
