                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
08/03/2017 09:31:57.000          229.145             16.319    1876.023760
08/03/2017 09:31:58.000          228.952             16.374    1873.054617
08/03/2017 09:31:59.000          228.757             16.428    1870.103216
08/03/2017 09:32:00.000          228.562             16.482    1867.169644
08/03/2017 09:32:01.000          228.366             16.536    1864.253987
08/03/2017 09:32:02.000          228.169             16.590    1861.356333
08/03/2017 09:32:03.000          227.972             16.643    1858.476770
08/03/2017 09:32:04.000          227.774             16.697    1855.615381
08/03/2017 09:32:05.000          227.575             16.750    1852.772253
08/03/2017 09:32:06.000          227.375             16.803    1849.947474
08/03/2017 09:32:07.000          227.175             16.855    1847.141131
08/03/2017 09:32:08.000          226.974             16.908    1844.353310
08/03/2017 09:32:09.000          226.772             16.960    1841.584097
08/03/2017 09:32:10.000          226.570             17.012    1838.833580
08/03/2017 09:32:11.000          226.367             17.064    1836.101843
08/03/2017 09:32:12.000          226.163             17.116    1833.388975
08/03/2017 09:32:13.000          225.958             17.167    1830.695060
08/03/2017 09:32:14.000          225.753             17.218    1828.020184
08/03/2017 09:32:15.000          225.547             17.269    1825.364435
08/03/2017 09:32:16.000          225.340             17.319    1822.727901
08/03/2017 09:32:17.000          225.133             17.370    1820.110661
08/03/2017 09:32:18.000          224.925             17.420    1817.512803
08/03/2017 09:32:19.000          224.716             17.470    1814.934415
08/03/2017 09:32:20.000          224.507             17.519    1812.375579
08/03/2017 09:32:21.000          224.296             17.569    1809.836383
08/03/2017 09:32:22.000          224.086             17.618    1807.316910
08/03/2017 09:32:23.000          223.874             17.667    1804.817249
08/03/2017 09:32:24.000          223.662             17.715    1802.337478
08/03/2017 09:32:25.000          223.449             17.763    1799.877683
08/03/2017 09:32:26.000          223.235             17.811    1797.437950
08/03/2017 09:32:27.000          223.021             17.859    1795.018362
08/03/2017 09:32:28.000          222.806             17.906    1792.619003
08/03/2017 09:32:29.000          222.590             17.954    1790.239959
08/03/2017 09:32:30.000          222.373             18.000    1787.881307
08/03/2017 09:32:31.000          222.156             18.047    1785.543133
08/03/2017 09:32:32.000          221.939             18.093    1783.225519
08/03/2017 09:32:33.000          221.720             18.139    1780.928550
08/03/2017 09:32:34.000          221.501             18.185    1778.652304
08/03/2017 09:32:35.000          221.281             18.230    1776.396863
08/03/2017 09:32:36.000          221.061             18.275    1774.162309
08/03/2017 09:32:37.000          220.840             18.319    1771.948726
08/03/2017 09:32:38.000          220.618             18.364    1769.756189
08/03/2017 09:32:39.000          220.395             18.408    1767.584781
08/03/2017 09:32:40.000          220.172             18.451    1765.434581
08/03/2017 09:32:41.000          219.949             18.495    1763.305671
08/03/2017 09:32:42.000          219.724             18.537    1761.198126
08/03/2017 09:32:43.000          219.499             18.580    1759.112025
08/03/2017 09:32:44.000          219.274             18.622    1757.047451
08/03/2017 09:32:45.000          219.047             18.664    1755.004475
08/03/2017 09:32:46.000          218.820             18.706    1752.983177
08/03/2017 09:32:47.000          218.593             18.747    1750.983637
08/03/2017 09:32:48.000          218.365             18.788    1749.005924
08/03/2017 09:32:49.000          218.136             18.828    1747.050119
08/03/2017 09:32:50.000          217.906             18.868    1745.116298
08/03/2017 09:32:51.000          217.676             18.908    1743.204532
08/03/2017 09:32:52.000          217.446             18.947    1741.314896
08/03/2017 09:32:53.000          217.214             18.986    1739.447467
08/03/2017 09:32:54.000          216.982             19.024    1737.602313
08/03/2017 09:32:55.000          216.750             19.062    1735.779509
08/03/2017 09:32:56.000          216.517             19.100    1733.979130
08/03/2017 09:32:57.000          216.283             19.137    1732.201242
08/03/2017 09:32:58.000          216.049             19.174    1730.445920
08/03/2017 09:32:59.000          215.814             19.211    1728.713230
08/03/2017 09:33:00.000          215.579             19.247    1727.003244
08/03/2017 09:33:01.000          215.343             19.282    1725.316033
08/03/2017 09:33:02.000          215.107             19.318    1723.651659
08/03/2017 09:33:03.000          214.870             19.352    1722.010197
08/03/2017 09:33:04.000          214.632             19.387    1720.391707
08/03/2017 09:33:05.000          214.394             19.421    1718.796261
08/03/2017 09:33:06.000          214.155             19.454    1717.223919
08/03/2017 09:33:07.000          213.916             19.487    1715.674750
08/03/2017 09:33:08.000          213.677             19.520    1714.148815
08/03/2017 09:33:09.000          213.436             19.552    1712.646181
08/03/2017 09:33:10.000          213.196             19.584    1711.166905
08/03/2017 09:33:11.000          212.954             19.615    1709.711055
08/03/2017 09:33:12.000          212.713             19.646    1708.278686
08/03/2017 09:33:13.000          212.470             19.676    1706.869863
08/03/2017 09:33:14.000          212.228             19.706    1705.484642
08/03/2017 09:33:15.000          211.985             19.735    1704.123085
08/03/2017 09:33:16.000          211.741             19.764    1702.785246
08/03/2017 09:33:17.000          211.497             19.793    1701.471185
08/03/2017 09:33:18.000          211.252             19.820    1700.180955
08/03/2017 09:33:19.000          211.007             19.848    1698.914616
08/03/2017 09:33:20.000          210.762             19.875    1697.672218
08/03/2017 09:33:21.000          210.516             19.901    1696.453815
08/03/2017 09:33:22.000          210.269             19.927    1695.259462
08/03/2017 09:33:23.000          210.023             19.953    1694.089207
08/03/2017 09:33:24.000          209.776             19.978    1692.943105
08/03/2017 09:33:25.000          209.528             20.003    1691.821204
08/03/2017 09:33:26.000          209.280             20.027    1690.723551
08/03/2017 09:33:27.000          209.032             20.050    1689.650197
08/03/2017 09:33:28.000          208.783             20.073    1688.601189
08/03/2017 09:33:29.000          208.534             20.096    1687.576569
08/03/2017 09:33:30.000          208.284             20.118    1686.576388
08/03/2017 09:33:31.000          208.034             20.139    1685.600686
08/03/2017 09:33:32.000          207.784             20.160    1684.649506
08/03/2017 09:33:33.000          207.534             20.180    1683.722894
08/03/2017 09:33:34.000          207.283             20.200    1682.820888
08/03/2017 09:33:35.000          207.032             20.220    1681.943527
08/03/2017 09:33:36.000          206.780             20.239    1681.090855
08/03/2017 09:33:37.000          206.528             20.257    1680.262906
08/03/2017 09:33:38.000          206.276             20.275    1679.459716
08/03/2017 09:33:39.000          206.024             20.292    1678.681326
08/03/2017 09:33:40.000          205.771             20.309    1677.927768
08/03/2017 09:33:41.000          205.518             20.325    1677.199075
08/03/2017 09:33:42.000          205.265             20.340    1676.495280
08/03/2017 09:33:43.000          205.011             20.356    1675.816417
08/03/2017 09:33:44.000          204.757             20.370    1675.162515
08/03/2017 09:33:45.000          204.503             20.384    1674.533604
08/03/2017 09:33:46.000          204.249             20.398    1673.929712
08/03/2017 09:33:47.000          203.995             20.410    1673.350865
08/03/2017 09:33:48.000          203.740             20.423    1672.797093
08/03/2017 09:33:49.000          203.485             20.435    1672.268419
08/03/2017 09:33:50.000          203.230             20.446    1671.764866
08/03/2017 09:33:51.000          202.975             20.456    1671.286459
08/03/2017 09:33:52.000          202.719             20.467    1670.833218
08/03/2017 09:33:53.000          202.464             20.476    1670.405162
08/03/2017 09:33:54.000          202.208             20.485    1670.002316
08/03/2017 09:33:55.000          201.952             20.494    1669.624694
08/03/2017 09:33:56.000          201.696             20.501    1669.272314
08/03/2017 09:33:57.000          201.440             20.509    1668.945193
08/03/2017 09:33:58.000          201.184             20.515    1668.643344
08/03/2017 09:33:59.000          200.927             20.522    1668.366783
08/03/2017 09:34:00.000          200.671             20.527    1668.115521
08/03/2017 09:34:01.000          200.414             20.532    1667.889570
08/03/2017 09:34:02.000          200.157             20.537    1667.688938
08/03/2017 09:34:03.000          199.901             20.541    1667.513638
08/03/2017 09:34:04.000          199.644             20.544    1667.363675
08/03/2017 09:34:05.000          199.387             20.547    1667.239057
08/03/2017 09:34:06.000          199.130             20.549    1667.139789
08/03/2017 09:34:07.000          198.873             20.550    1667.065876
08/03/2017 09:34:08.000          198.616             20.552    1667.017319
08/03/2017 09:34:09.000          198.359             20.552    1666.994123
08/03/2017 09:34:10.000          198.102             20.552    1666.996286
08/03/2017 09:34:11.000          197.845             20.551    1667.023810
08/03/2017 09:34:12.000          197.588             20.550    1667.076691
08/03/2017 09:34:13.000          197.331             20.548    1667.154928
08/03/2017 09:34:14.000          197.075             20.546    1667.258517
08/03/2017 09:34:15.000          196.818             20.543    1667.387452
08/03/2017 09:34:16.000          196.561             20.539    1667.541727
08/03/2017 09:34:17.000          196.304             20.535    1667.721335
08/03/2017 09:34:18.000          196.048             20.531    1667.926267
08/03/2017 09:34:19.000          195.791             20.525    1668.156515
08/03/2017 09:34:20.000          195.535             20.520    1668.412064
08/03/2017 09:34:21.000          195.278             20.513    1668.692904
08/03/2017 09:34:22.000          195.022             20.506    1668.999022
08/03/2017 09:34:23.000          194.766             20.499    1669.330403
08/03/2017 09:34:24.000          194.510             20.491    1669.687032
08/03/2017 09:34:25.000          194.254             20.482    1670.068891
08/03/2017 09:34:26.000          193.998             20.473    1670.475963
08/03/2017 09:34:27.000          193.743             20.463    1670.908229
08/03/2017 09:34:28.000          193.487             20.453    1671.365669
08/03/2017 09:34:29.000          193.232             20.442    1671.848260
08/03/2017 09:34:30.000          192.977             20.431    1672.355981
08/03/2017 09:34:31.000          192.722             20.419    1672.888807
08/03/2017 09:34:32.000          192.467             20.406    1673.446715
08/03/2017 09:34:33.000          192.213             20.393    1674.029678
08/03/2017 09:34:34.000          191.959             20.380    1674.637669
08/03/2017 09:34:35.000          191.705             20.365    1675.270660
08/03/2017 09:34:36.000          191.451             20.351    1675.928622
08/03/2017 09:34:37.000          191.198             20.335    1676.611523
08/03/2017 09:34:38.000          190.945             20.320    1677.319335
08/03/2017 09:34:39.000          190.692             20.303    1678.052023
08/03/2017 09:34:40.000          190.439             20.286    1678.809553
08/03/2017 09:34:41.000          190.187             20.269    1679.591892
08/03/2017 09:34:42.000          189.934             20.251    1680.399005
08/03/2017 09:34:43.000          189.683             20.233    1681.230852
08/03/2017 09:34:44.000          189.431             20.214    1682.087398
08/03/2017 09:34:45.000          189.180             20.194    1682.968603
08/03/2017 09:34:46.000          188.929             20.174    1683.874428
08/03/2017 09:34:47.000          188.679             20.153    1684.804831
08/03/2017 09:34:48.000          188.429             20.132    1685.759771
08/03/2017 09:34:49.000          188.179             20.111    1686.739206
08/03/2017 09:34:50.000          187.930             20.088    1687.743090
08/03/2017 09:34:51.000          187.680             20.066    1688.771379
08/03/2017 09:34:52.000          187.432             20.043    1689.824028
08/03/2017 09:34:53.000          187.184             20.019    1690.900989
08/03/2017 09:34:54.000          186.936             19.995    1692.002215
08/03/2017 09:34:55.000          186.688             19.970    1693.127657
08/03/2017 09:34:56.000          186.441             19.945    1694.277266
08/03/2017 09:34:57.000          186.194             19.919    1695.450991
08/03/2017 09:34:58.000          185.948             19.893    1696.648780
08/03/2017 09:34:59.000          185.702             19.866    1697.870581
08/03/2017 09:35:00.000          185.457             19.839    1699.116342
08/03/2017 09:35:01.000          185.212             19.812    1700.386007
08/03/2017 09:35:02.000          184.968             19.783    1701.679522
08/03/2017 09:35:03.000          184.724             19.755    1702.996831
08/03/2017 09:35:04.000          184.480             19.726    1704.337877
08/03/2017 09:35:05.000          184.237             19.696    1705.702603
08/03/2017 09:35:06.000          183.994             19.666    1707.090950
08/03/2017 09:35:07.000          183.752             19.636    1708.502860
08/03/2017 09:35:08.000          183.511             19.605    1709.938271
08/03/2017 09:35:09.000          183.269             19.574    1711.397124
08/03/2017 09:35:10.000          183.029             19.542    1712.879357
08/03/2017 09:35:11.000          182.789             19.509    1714.384907
08/03/2017 09:35:12.000          182.549             19.477    1715.913711
08/03/2017 09:35:13.000          182.310             19.444    1717.465706
08/03/2017 09:35:14.000          182.072             19.410    1719.040827
08/03/2017 09:35:15.000          181.834             19.376    1720.639008
08/03/2017 09:35:16.000          181.596             19.341    1722.260185
08/03/2017 09:35:17.000          181.359             19.306    1723.904289
08/03/2017 09:35:18.000          181.123             19.271    1725.571253
08/03/2017 09:35:19.000          180.887             19.235    1727.261011
08/03/2017 09:35:20.000          180.652             19.199    1728.973492
08/03/2017 09:35:21.000          180.417             19.163    1730.708627
08/03/2017 09:35:22.000          180.183             19.126    1732.466347
08/03/2017 09:35:23.000          179.950             19.088    1734.246581
08/03/2017 09:35:24.000          179.717             19.050    1736.049257
08/03/2017 09:35:25.000          179.484             19.012    1737.874305
08/03/2017 09:35:26.000          179.252             18.974    1739.721650
08/03/2017 09:35:27.000          179.021             18.935    1741.591221
08/03/2017 09:35:28.000          178.791             18.895    1743.482944
08/03/2017 09:35:29.000          178.561             18.856    1745.396744
08/03/2017 09:35:30.000          178.332             18.815    1747.332548
08/03/2017 09:35:31.000          178.103             18.775    1749.290279
08/03/2017 09:35:32.000          177.875             18.734    1751.269863
08/03/2017 09:35:33.000          177.647             18.693    1753.271223
08/03/2017 09:35:34.000          177.420             18.651    1755.294282
08/03/2017 09:35:35.000          177.194             18.609    1757.338963
08/03/2017 09:35:36.000          176.969             18.567    1759.405189
08/03/2017 09:35:37.000          176.744             18.524    1761.492882
08/03/2017 09:35:38.000          176.519             18.481    1763.601963
08/03/2017 09:35:39.000          176.296             18.438    1765.732353
08/03/2017 09:35:40.000          176.073             18.394    1767.883973
08/03/2017 09:35:41.000          175.851             18.350    1770.056743
08/03/2017 09:35:42.000          175.629             18.306    1772.250583
08/03/2017 09:35:43.000          175.408             18.261    1774.465413
08/03/2017 09:35:44.000          175.188             18.216    1776.701151
08/03/2017 09:35:45.000          174.968             18.171    1778.957717
08/03/2017 09:35:46.000          174.749             18.125    1781.235028
08/03/2017 09:35:47.000          174.530             18.079    1783.533004
08/03/2017 09:35:48.000          174.313             18.033    1785.851561
08/03/2017 09:35:49.000          174.096             17.986    1788.190618
08/03/2017 09:35:50.000          173.879             17.939    1790.550090
08/03/2017 09:35:51.000          173.664             17.892    1792.929896
08/03/2017 09:35:52.000          173.449             17.845    1795.329952
08/03/2017 09:35:53.000          173.235             17.797    1797.750175
08/03/2017 09:35:54.000          173.021             17.749    1800.190479
08/03/2017 09:35:55.000          172.808             17.701    1802.650782
08/03/2017 09:35:56.000          172.596             17.652    1805.130998
08/03/2017 09:35:57.000          172.385             17.603    1807.631044
08/03/2017 09:35:58.000          172.174             17.554    1810.150834
08/03/2017 09:35:59.000          171.964             17.505    1812.690284
08/03/2017 09:36:00.000          171.754             17.455    1815.249308
08/03/2017 09:36:01.000          171.546             17.405    1817.827820
08/03/2017 09:36:02.000          171.338             17.355    1820.425736
08/03/2017 09:36:03.000          171.130             17.304    1823.042970
08/03/2017 09:36:04.000          170.924             17.254    1825.679436
08/03/2017 09:36:05.000          170.718             17.203    1828.335047
08/03/2017 09:36:06.000          170.513             17.152    1831.009719
08/03/2017 09:36:07.000          170.308             17.100    1833.703364
08/03/2017 09:36:08.000          170.104             17.049    1836.415896
08/03/2017 09:36:09.000          169.901             16.997    1839.147229
08/03/2017 09:36:10.000          169.699             16.945    1841.897277
08/03/2017 09:36:11.000          169.497             16.893    1844.665952
08/03/2017 09:36:12.000          169.296             16.840    1847.453169
08/03/2017 09:36:13.000          169.096             16.787    1850.258840
08/03/2017 09:36:14.000          168.897             16.734    1853.082879
08/03/2017 09:36:15.000          168.698             16.681    1855.925199
08/03/2017 09:36:16.000          168.500             16.628    1858.785713
08/03/2017 09:36:17.000          168.303             16.574    1861.664334
08/03/2017 09:36:18.000          168.106             16.521    1864.560976
08/03/2017 09:36:19.000          167.910             16.467    1867.475551
08/03/2017 09:36:20.000          167.715             16.413    1870.407974
08/03/2017 09:36:21.000          167.520             16.358    1873.358156
08/03/2017 09:36:22.000          167.327             16.304    1876.326011
08/03/2017 09:36:23.000          167.134             16.249    1879.311453
08/03/2017 09:36:24.000          166.941             16.194    1882.314394
08/03/2017 09:36:25.000          166.750             16.139    1885.334748
08/03/2017 09:36:26.000          166.559             16.084    1888.372428
08/03/2017 09:36:27.000          166.368             16.029    1891.427348
08/03/2017 09:36:28.000          166.179             15.973    1894.499420
08/03/2017 09:36:29.000          165.990             15.918    1897.588559
08/03/2017 09:36:30.000          165.802             15.862    1900.694679
08/03/2017 09:36:31.000          165.615             15.806    1903.817692
08/03/2017 09:36:32.000          165.428             15.750    1906.957513
08/03/2017 09:36:33.000          165.242             15.694    1910.114055
08/03/2017 09:36:34.000          165.057             15.637    1913.287233
08/03/2017 09:36:35.000          164.873             15.581    1916.476960
08/03/2017 09:36:36.000          164.689             15.524    1919.683151
08/03/2017 09:36:37.000          164.506             15.467    1922.905721
08/03/2017 09:36:38.000          164.323             15.410    1926.144583
08/03/2017 09:36:39.000          164.142             15.353    1929.399652
08/03/2017 09:36:40.000          163.961             15.296    1932.670844
08/03/2017 09:36:41.000          163.781             15.239    1935.958072
08/03/2017 09:36:42.000          163.601             15.181    1939.261253
08/03/2017 09:36:43.000          163.422             15.124    1942.580300
08/03/2017 09:36:44.000          163.244             15.066    1945.915130
08/03/2017 09:36:45.000          163.067             15.008    1949.265659
08/03/2017 09:36:46.000          162.890             14.950    1952.631803
08/03/2017 09:36:47.000          162.714             14.893    1956.013476
08/03/2017 09:36:48.000          162.539             14.834    1959.410596
08/03/2017 09:36:49.000          162.364             14.776    1962.823078
08/03/2017 09:36:50.000          162.190             14.718    1966.250839
08/03/2017 09:36:51.000          162.017             14.660    1969.693795
08/03/2017 09:36:52.000          161.844             14.601    1973.151865
08/03/2017 09:36:53.000          161.672             14.543    1976.624965
08/03/2017 09:36:54.000          161.501             14.484    1980.113013
08/03/2017 09:36:55.000          161.331             14.425    1983.615925
08/03/2017 09:36:56.000          161.161             14.366    1987.133620
08/03/2017 09:36:57.000          160.992             14.308    1990.666015
08/03/2017 09:36:58.000          160.823             14.249    1994.213030
08/03/2017 09:36:59.000          160.656             14.190    1997.774582
08/03/2017 09:37:00.000          160.489             14.130    2001.350592
08/03/2017 09:37:01.000          160.322             14.071    2004.940976
08/03/2017 09:37:02.000          160.156             14.012    2008.545654
08/03/2017 09:37:03.000          159.991             13.953    2012.164548
08/03/2017 09:37:04.000          159.827             13.893    2015.797576
08/03/2017 09:37:05.000          159.663             13.834    2019.444658
08/03/2017 09:37:06.000          159.500             13.774    2023.105714
08/03/2017 09:37:07.000          159.338             13.715    2026.780664
08/03/2017 09:37:08.000          159.176             13.655    2030.469431
08/03/2017 09:37:09.000          159.015             13.596    2034.171935
08/03/2017 09:37:10.000          158.855             13.536    2037.888097
08/03/2017 09:37:11.000          158.695             13.476    2041.617837
08/03/2017 09:37:12.000          158.536             13.416    2045.361082
08/03/2017 09:37:13.000          158.378             13.356    2049.117750
08/03/2017 09:37:14.000          158.220             13.297    2052.887765
08/03/2017 09:37:15.000          158.063             13.237    2056.671048
08/03/2017 09:37:16.000          157.906             13.177    2060.467525
08/03/2017 09:37:17.000          157.750             13.117    2064.277118
08/03/2017 09:37:18.000          157.595             13.057    2068.099750
08/03/2017 09:37:19.000          157.441             12.997    2071.935344
08/03/2017 09:37:20.000          157.287             12.937    2075.783829
08/03/2017 09:37:21.000          157.133             12.876    2079.645125
08/03/2017 09:37:22.000          156.981             12.816    2083.519159
08/03/2017 09:37:23.000          156.829             12.756    2087.405854
08/03/2017 09:37:24.000          156.678             12.696    2091.305138
08/03/2017 09:37:25.000          156.527             12.636    2095.216936
08/03/2017 09:37:26.000          156.377             12.576    2099.141172
08/03/2017 09:37:27.000          156.227             12.515    2103.077777
08/03/2017 09:37:28.000          156.078             12.455    2107.026675
08/03/2017 09:37:29.000          155.930             12.395    2110.987791
08/03/2017 09:37:30.000          155.782             12.334    2114.961056
08/03/2017 09:37:31.000          155.635             12.274    2118.946396
08/03/2017 09:37:32.000          155.489             12.214    2122.943738
08/03/2017 09:37:33.000          155.343             12.153    2126.953013
08/03/2017 09:37:34.000          155.198             12.093    2130.974148
08/03/2017 09:37:35.000          155.054             12.033    2135.007071
08/03/2017 09:37:36.000          154.910             11.973    2139.051714
08/03/2017 09:37:37.000          154.766             11.912    2143.108004
08/03/2017 09:37:38.000          154.624             11.852    2147.175871
08/03/2017 09:37:39.000          154.481             11.791    2151.255248
08/03/2017 09:37:40.000          154.340             11.731    2155.346063
08/03/2017 09:37:41.000          154.199             11.671    2159.448247
08/03/2017 09:37:42.000          154.058             11.610    2163.561733
08/03/2017 09:37:43.000          153.919             11.550    2167.686449
08/03/2017 09:37:44.000          153.779             11.490    2171.822332
08/03/2017 09:37:45.000          153.641             11.430    2175.969311
08/03/2017 09:37:46.000          153.503             11.369    2180.127317
08/03/2017 09:37:47.000          153.365             11.309    2184.296287
08/03/2017 09:37:48.000          153.228             11.249    2188.476153
08/03/2017 09:37:49.000          153.092             11.188    2192.666845
08/03/2017 09:37:50.000          152.956             11.128    2196.868301
08/03/2017 09:37:51.000          152.821             11.068    2201.080452
08/03/2017 09:37:52.000          152.686             11.008    2205.303236
08/03/2017 09:37:53.000          152.552             10.948    2209.536586
08/03/2017 09:37:54.000          152.419             10.887    2213.780435
08/03/2017 09:37:55.000          152.286             10.827    2218.034723
08/03/2017 09:37:56.000          152.154             10.767    2222.299381
08/03/2017 09:37:57.000          152.022             10.707    2226.574351
08/03/2017 09:37:58.000          151.890             10.647    2230.859563
08/03/2017 09:37:59.000          151.760             10.587    2235.154959
08/03/2017 09:38:00.000          151.629             10.527    2239.460474
08/03/2017 09:38:01.000          151.500             10.467    2243.776043
08/03/2017 09:38:02.000          151.371             10.407    2248.101609
08/03/2017 09:38:03.000          151.242             10.347    2252.437105
08/03/2017 09:38:04.000          151.114             10.287    2256.782474
08/03/2017 09:38:05.000          150.987             10.227    2261.137651
08/03/2017 09:38:06.000          150.860             10.167    2265.502578
08/03/2017 09:38:07.000          150.733             10.107    2269.877192
08/03/2017 09:38:08.000          150.607             10.048    2274.261436
08/03/2017 09:38:09.000          150.482              9.988    2278.655247
08/03/2017 09:38:10.000          150.357              9.928    2283.058565
08/03/2017 09:38:11.000          150.233              9.869    2287.471334
08/03/2017 09:38:12.000          150.109              9.809    2291.893491
08/03/2017 09:38:13.000          149.986              9.749    2296.324981
08/03/2017 09:38:14.000          149.863              9.690    2300.765743
08/03/2017 09:38:15.000          149.741              9.630    2305.215722
08/03/2017 09:38:16.000          149.619              9.571    2309.674856
08/03/2017 09:38:17.000          149.497              9.511    2314.143093
08/03/2017 09:38:18.000          149.377              9.452    2318.620370
08/03/2017 09:38:19.000          149.256              9.392    2323.106636
08/03/2017 09:38:20.000          149.137              9.333    2327.601830
08/03/2017 09:38:21.000          149.017              9.274    2332.105900
08/03/2017 09:38:22.000          148.899              9.215    2336.618786
08/03/2017 09:38:23.000          148.780              9.155    2341.140436
08/03/2017 09:38:24.000          148.663              9.096    2345.670792
08/03/2017 09:38:25.000          148.545              9.037    2350.209803
08/03/2017 09:38:26.000          148.428              8.978    2354.757410
08/03/2017 09:38:27.000          148.312              8.919    2359.313562
08/03/2017 09:38:28.000          148.196              8.860    2363.878203
08/03/2017 09:38:29.000          148.081              8.801    2368.451282
08/03/2017 09:38:30.000          147.966              8.742    2373.032742
08/03/2017 09:38:31.000          147.851              8.683    2377.622534
08/03/2017 09:38:32.000          147.737              8.625    2382.220601
08/03/2017 09:38:33.000          147.624              8.566    2386.826893
08/03/2017 09:38:34.000          147.511              8.507    2391.441361
08/03/2017 09:38:35.000          147.398              8.449    2396.063947
08/03/2017 09:38:36.000          147.286              8.390    2400.694606
08/03/2017 09:38:37.000          147.174              8.332    2405.333280
08/03/2017 09:38:38.000          147.063              8.273    2409.979925
08/03/2017 09:38:39.000          146.952              8.215    2414.634484
08/03/2017 09:38:40.000          146.842              8.156    2419.296912
08/03/2017 09:38:41.000          146.732              8.098    2423.967155
08/03/2017 09:38:42.000          146.623              8.040    2428.645167
08/03/2017 09:38:43.000          146.514              7.982    2433.330894
08/03/2017 09:38:44.000          146.405              7.923    2438.024290
08/03/2017 09:38:45.000          146.297              7.865    2442.725307
08/03/2017 09:38:46.000          146.190              7.807    2447.433894
08/03/2017 09:38:47.000          146.083              7.749    2452.150006
08/03/2017 09:38:48.000          145.976              7.691    2456.873590
08/03/2017 09:38:49.000          145.869              7.634    2461.604604
08/03/2017 09:38:50.000          145.764              7.576    2466.342995
08/03/2017 09:38:51.000          145.658              7.518    2471.088718
08/03/2017 09:38:52.000          145.553              7.460    2475.841731
08/03/2017 09:38:53.000          145.448              7.403    2480.601979
08/03/2017 09:38:54.000          145.344              7.345    2485.369424
08/03/2017 09:38:55.000          145.240              7.288    2490.144012
08/03/2017 09:38:56.000          145.137              7.230    2494.925702
08/03/2017 09:38:57.000          145.034              7.173    2499.714451
08/03/2017 09:38:58.000          144.932              7.116    2504.510207
08/03/2017 09:38:59.000          144.829              7.058    2509.312931
08/03/2017 09:39:00.000          144.728              7.001    2514.122574
08/03/2017 09:39:01.000          144.626              6.944    2518.939094
08/03/2017 09:39:02.000          144.525              6.887    2523.762448
08/03/2017 09:39:03.000          144.425              6.830    2528.592589
08/03/2017 09:39:04.000          144.325              6.773    2533.429478
08/03/2017 09:39:05.000          144.225              6.716    2538.273065
08/03/2017 09:39:06.000          144.126              6.659    2543.123312
08/03/2017 09:39:07.000          144.027              6.602    2547.980176
08/03/2017 09:39:08.000          143.928              6.546    2552.843612
08/03/2017 09:39:09.000          143.830              6.489    2557.713581
08/03/2017 09:39:10.000          143.732              6.432    2562.590037
08/03/2017 09:39:11.000          143.635              6.376    2567.472940
08/03/2017 09:39:12.000          143.538              6.319    2572.362252
08/03/2017 09:39:13.000          143.441              6.263    2577.257925
08/03/2017 09:39:14.000          143.345              6.207    2582.159922
08/03/2017 09:39:15.000          143.249              6.150    2587.068205
08/03/2017 09:39:16.000          143.154              6.094    2591.982726
08/03/2017 09:39:17.000          143.059              6.038    2596.903450
08/03/2017 09:39:18.000          142.964              5.982    2601.830339
08/03/2017 09:39:19.000          142.870              5.926    2606.763347
08/03/2017 09:39:20.000          142.776              5.870    2611.702441
08/03/2017 09:39:21.000          142.682              5.814    2616.647575
08/03/2017 09:39:22.000          142.589              5.758    2621.598713
08/03/2017 09:39:23.000          142.496              5.702    2626.555820
08/03/2017 09:39:24.000          142.404              5.647    2631.518851
08/03/2017 09:39:25.000          142.311              5.591    2636.487770
08/03/2017 09:39:26.000          142.220              5.536    2641.462543
08/03/2017 09:39:27.000          142.128              5.480    2646.443125
08/03/2017 09:39:28.000          142.037              5.425    2651.429483
08/03/2017 09:39:29.000          141.946              5.369    2656.421581
08/03/2017 09:39:30.000          141.856              5.314    2661.419376
08/03/2017 09:39:31.000          141.766              5.259    2666.422835
08/03/2017 09:39:32.000          141.676              5.204    2671.431923
08/03/2017 09:39:33.000          141.587              5.148    2676.446599
08/03/2017 09:39:34.000          141.498              5.093    2681.466828
08/03/2017 09:39:35.000          141.409              5.038    2686.492579
08/03/2017 09:39:36.000          141.321              4.983    2691.523808
08/03/2017 09:39:37.000          141.233              4.929    2696.560484
08/03/2017 09:39:38.000          141.145              4.874    2701.602574
08/03/2017 09:39:39.000          141.058              4.819    2706.650036
08/03/2017 09:39:40.000          140.971              4.764    2711.702840
08/03/2017 09:39:41.000          140.884              4.710    2716.760953
08/03/2017 09:39:42.000          140.798              4.655    2721.824334
08/03/2017 09:39:43.000          140.712              4.601    2726.892953
08/03/2017 09:39:44.000          140.626              4.546    2731.966774
08/03/2017 09:39:45.000          140.541              4.492    2737.045768
08/03/2017 09:39:46.000          140.456              4.438    2742.129895
08/03/2017 09:39:47.000          140.371              4.384    2747.219123
08/03/2017 09:39:48.000          140.287              4.330    2752.313424
08/03/2017 09:39:49.000          140.202              4.276    2757.412757
08/03/2017 09:39:50.000          140.119              4.222    2762.517093
08/03/2017 09:39:51.000          140.035              4.168    2767.626402
08/03/2017 09:39:52.000          139.952              4.114    2772.740646
08/03/2017 09:39:53.000          139.869              4.060    2777.859795
08/03/2017 09:39:54.000          139.787              4.006    2782.983817
08/03/2017 09:39:55.000          139.705              3.952    2788.112684
